vehicle_id,vehicle_brand,vehicle_model,vehicle_type,manufacturing_year,battery_manufacturer,battery_chemistry,battery_capacity_kwh,drive_type,odometer_km,vehicle_age_years,fleet_or_private,battery_serial,cycle_count,battery_health_percent,state_of_charge,depth_of_discharge,state_of_health,cell_voltage_avg,cell_voltage_std,pack_voltage,cell_temperature_avg,cell_temperature_max,internal_resistance,charge_efficiency,discharge_efficiency,remaining_capacity,capacity_loss_percent,charging_cycles_last_month,fast_charge_ratio,slow_charge_ratio,average_charge_power_kw,average_charging_time,overnight_charging_ratio,home_charging_ratio,charging_interruptions,overcharge_events,average_speed,average_trip_distance,aggressive_acceleration_score,hard_braking_score,regenerative_braking_usage,highway_driving_ratio,city_driving_ratio,daily_distance,average_ambient_temperature,maximum_temperature,minimum_temperature,humidity,altitude,terrain_type,dust_exposure,last_service_days,cooling_system_health,firmware_updates,previous_faults,maintenance_score,thermal_runaway_risk,voltage_imbalance,temperature_variance,sensor_fault_count,BMS_warning_count,abnormal_voltage_events,battery_stress_index,aging_score,thermal_health_score,charging_quality_score,driving_stress_score,predicted_remaining_life_cycles,battery_failure
EV100048,Tata,Nexon EV,Hatchback,2019,Northvolt,NMC,138.92,RWD,221286.8,7.03,Fleet,BAT-10000048,2608,75.89,88.74,43.84,76.8,3.469,0.0041,357.31,32.29,53.96,0.605,95.97,95.36,105.43,24.11,25,0.13,0.69,16.29,415.86,0.14,0.24,2,0,23.8,130.19,64.97,98.96,46.9,0.75,0.6,103.34,-20.74,-10.93,-35.43,49.41,334.31,Coastal,20.73,597.6,91.77,11,2,69.91,39.09,12.15,32.94,1,1,0,54.99,89.04,60.9,87.12,58.52,6502,0
EV100049,Hyundai,Ioniq 5,SUV,2022,SK On,,74.76,FWD,97682.9,3.82,Private,BAT-10000049,801,91.83,22.98,18.93,91.72,3.85,0.0151,284.9,19.42,36.27,0.196,,96.17,68.65,8.17,38,0.32,0.56,25.03,171.73,0.53,0.51,0,0,54.13,61.5,98.2,37.71,64.97,0.43,0.36,85.94,5.49,,0.94,68.1,1996.44,Mountainous,17.55,777.0,89.51,11,1,58.43,12.09,24.43,30.78,0,1,0,44.47,35.79,89.61,98.86,48.59,9129,0
EV100050,GM,Chevrolet Bolt,Crossover,2016,Panasonic,NMC,78.46,AWD,206017.2,10.52,Private,BAT-10000050,1441,67.07,41.46,25.15,66.71,3.756,0.0015,334.28,26.37,43.72,0.641,94.46,92.87,52.62,32.93,23,0.23,0.72,47.22,94.46,0.1,0.57,3,0,53.95,32.49,4.09,10.18,97.23,0.62,0.45,18.72,-20.39,-5.91,-31.18,48.11,807.54,Flat,16.38,965.1,91.68,30,2,55.41,14.33,6.89,32.94,0,1,0,54.37,91.75,86.29,88.06,3.79,5123,0
EV100051,Hyundai,Kona Electric,Truck,,SK On,NCA,27.47,FWD,245504.1,8.84,Private,BAT-10000051,1703,74.58,35.03,,74.11,3.379,0.0289,297.35,42.98,57.78,0.634,96.18,93.19,20.49,25.42,37,,0.57,13.67,,0.69,0.65,2,0,72.28,92.84,64.63,56.03,54.77,0.65,0.27,50.29,10.71,27.25,0.52,56.14,1853.06,,95.54,503.5,86.89,12,0,79.1,43.25,40.89,32.94,0,0,2,48.82,86.56,56.77,85.56,47.1,6466,0
EV100052,Tata,Nexon EV,SUV,2015,CATL,LMO,65.02,AWD,318235.8,11.25,Private,BAT-10000052,2518,62.49,98.19,55.51,62.53,3.573,0.0078,257.26,33.73,,0.799,94.94,94.44,40.63,37.51,20,0.16,0.7,33.23,132.91,0.61,0.28,0,1,82.93,30.45,38.95,41.45,57.82,0.36,0.26,25.84,-11.75,2.31,-28.52,47.93,2203.43,Desert,97.55,735.3,84.33,4,2,64.62,25.8,14.23,32.94,1,1,0,62.37,100.0,80.22,93.59,29.51,4159,1
EV100053,Porsche,Taycan,Van,2019,Guoxuan,LFP,135.27,RWD,121705.2,6.87,Private,BAT-10000053,846,87.7,12.68,40.71,87.96,3.695,0.0355,369.5,39.82,47.97,0.319,97.25,95.8,118.63,12.3,9,0.25,0.58,81.5,116.34,0.06,0.52,1,0,12.91,33.55,77.99,22.89,50.3,0.36,0.61,28.9,22.42,42.38,5.02,74.32,1553.97,Coastal,81.87,1225.7,86.22,27,2,45.86,31.72,54.01,25.55,0,3,0,45.97,57.57,69.4,93.43,37.49,8014,0
EV100054,Tesla,Model Y,Sedan,2020,Northvolt,NMC,108.26,RWD,64576.4,5.55,Private,BAT-10000054,661,90.03,79.58,32.5,89.55,3.597,0.0114,323.73,,72.47,0.356,97.31,95.67,97.47,9.97,17,0.49,0.26,38.87,252.54,0.26,0.47,0,2,35.32,,43.01,70.92,18.1,,0.72,36.26,27.79,41.05,15.62,76.14,1614.99,Desert,72.76,419.3,97.34,6,0,,72.57,17.28,32.94,1,1,1,61.18,41.83,25.46,,52.55,8149,0
EV100055,GM,Chevrolet Bolt,SUV,2016,Panasonic,LMO,55.86,RWD,372133.5,10.22,Private,BAT-10000055,2226,60.57,65.77,53.57,60.06,3.321,0.0114,345.38,13.1,22.78,0.68,93.76,93.79,33.83,39.43,31,0.24,0.54,,445.89,0.64,0.06,0,0,117.44,142.23,10.24,39.73,99.65,,0.47,115.08,36.05,41.71,21.75,37.83,318.99,Flat,89.73,351.0,92.25,25,0,82.3,,16.57,0.0,0,1,0,34.37,100.0,89.86,95.29,23.16,5781,0
EV100056,,R1T,Van,2016,,NMC,87.44,AWD,180061.8,9.83,Private,BAT-10000056,1493,83.8,71.09,33.1,84.83,3.579,0.01,254.11,14.88,22.16,0.26,,95.65,73.27,16.2,14,0.45,0.41,64.88,136.37,0.44,0.52,0,1,30.9,63.59,89.13,44.15,43.17,0.46,0.08,54.91,32.21,43.01,26.62,33.78,1797.87,Hilly,69.75,,91.26,14,1,78.49,8.81,17.71,0.0,2,0,1,39.84,83.49,91.12,83.45,39.09,7759,0
EV100057,GM,Cadillac Lyriq,Crossover,2021,Northvolt,LMO,113.93,RWD,106911.0,4.7,Private,BAT-10000057,1106,,21.15,71.39,83.4,3.572,0.0274,357.2,13.72,24.41,0.372,95.79,95.98,96.93,14.92,38,0.16,0.79,21.33,439.63,0.37,0.42,1,0,79.37,2.38,75.2,95.36,13.54,0.22,0.93,3.0,33.7,43.54,20.16,6.55,,Hilly,35.04,318.2,85.88,3,1,80.48,,40.29,0.0,1,1,1,32.79,49.55,96.26,95.16,55.02,9540,0
EV100058,Mercedes-Benz,EQA,Sedan,2020,Panasonic,LMO,79.28,AWD,147785.7,6.27,Fleet,BAT-10000058,1229,74.92,5.32,24.19,75.53,3.706,,374.31,19.16,31.86,0.687,94.85,93.67,59.4,25.08,6,0.38,0.5,38.12,200.06,0.21,0.12,,0,50.73,11.91,29.46,11.82,27.02,0.83,0.33,,2.52,20.9,-6.51,,2376.24,Flat,14.4,530.9,87.91,21,3,63.74,15.67,27.97,29.34,0,2,0,,59.42,85.22,95.0,26.29,7403,0
EV100059,Hyundai,Ioniq 5,Van,2023,BYD Battery,NMC,134.06,AWD,44307.4,2.71,Fleet,BAT-10000059,531,90.97,78.3,54.09,92.67,3.697,0.0214,295.76,50.95,,0.26,97.42,97.82,121.95,9.03,16,0.23,0.68,19.49,600.0,0.85,,1,0,103.46,74.21,65.89,71.97,50.83,0.07,0.16,42.5,10.26,25.47,-0.87,44.06,33.72,Desert,16.79,1209.5,94.43,22,0,55.72,52.84,31.64,32.94,0,0,0,46.2,32.41,43.1,93.38,47.47,9163,0
EV100060,BYD,Atto 3,Sedan,2021,CATL,LFP,76.87,AWD,61431.4,5.08,Fleet,BAT-10000060,743,84.28,48.61,55.35,84.61,3.546,0.0366,322.69,27.68,42.29,0.329,96.36,94.5,64.79,15.72,14,0.36,0.46,32.39,233.06,0.25,0.12,0,0,109.5,3.27,18.42,50.67,52.84,0.86,0.58,4.78,12.66,22.57,-0.22,9.41,2169.53,Coastal,40.04,1425.2,89.63,6,1,36.47,15.2,52.93,29.63,1,2,1,47.31,42.93,83.07,91.69,19.75,8458,0
EV100061,Tata,,Sedan,2023,Envision AESC,LMO,111.39,FWD,147870.5,2.88,Private,BAT-10000061,896,88.26,35.33,34.85,88.64,3.85,0.0341,311.85,29.44,47.96,0.438,97.35,97.41,98.31,11.74,17,0.6,0.16,75.58,141.82,0.46,0.87,0,1,47.51,,29.32,44.02,67.28,0.92,0.19,177.94,,61.91,41.79,52.83,339.75,Desert,12.89,1227.2,69.62,0,1,,31.98,49.17,0.66,2,2,2,29.65,38.05,69.74,92.96,46.43,9479,0
EV100062,Audi,e-tron GT,Hatchback,2020,Panasonic,LTO,89.89,FWD,165385.9,5.79,Private,BAT-10000062,1148,85.1,26.49,44.34,84.96,3.479,0.0154,288.76,30.37,37.98,0.505,96.73,95.41,76.5,14.9,31,0.32,0.46,52.31,136.56,0.15,0.19,2,0,30.82,142.51,81.51,0.31,52.81,0.72,0.46,168.8,-7.71,6.13,-17.91,12.86,143.38,Flat,,41.5,85.52,5,0,98.25,13.87,22.75,32.94,0,1,0,57.38,50.19,83.0,82.07,48.81,6725,0
EV100063,Ford,F-150 Lightning,Hatchback,2021,CATL,LMO,103.71,RWD,,4.3,Private,BAT-10000063,1045,92.35,91.21,65.75,91.49,3.797,0.0108,296.17,52.19,,0.172,98.04,97.14,95.78,7.65,5,0.65,0.34,60.48,134.21,0.33,0.92,0,2,93.86,118.39,46.44,81.34,63.41,0.98,0.65,65.69,31.96,47.02,24.05,10.62,1189.31,Flat,14.37,111.2,89.41,10,1,87.54,64.13,18.9,32.94,0,1,1,60.65,45.44,34.34,79.38,47.68,8174,0
EV100064,Tesla,Model 3,SUV,2021,Guoxuan,LFP,84.08,RWD,185547.1,4.77,Fleet,BAT-10000064,1864,74.19,26.08,55.03,74.12,3.808,0.0045,350.34,34.01,54.27,,94.94,95.48,62.38,25.81,14,0.79,0.1,16.55,294.91,0.15,0.36,1,1,82.23,96.92,94.09,0.29,21.11,0.07,0.65,105.24,39.25,59.22,34.63,35.37,418.22,Coastal,61.6,823.9,69.74,17,0,65.98,42.81,6.8,15.02,0,0,2,63.03,65.43,54.18,75.88,56.39,7041,0
EV100065,Hyundai,Ioniq 5,Hatchback,2019,Panasonic,NMC,71.56,FWD,,7.0,Private,BAT-10000065,844,86.57,15.64,53.6,87.65,3.629,0.0048,290.32,39.7,46.97,0.383,95.79,94.56,61.95,13.43,10,0.13,0.68,18.34,233.67,0.4,0.68,0,0,65.13,33.28,52.34,38.79,76.59,0.6,0.15,46.48,44.74,62.94,39.75,64.28,677.32,Coastal,80.91,1117.6,74.63,21,0,54.44,30.64,8.71,2.23,1,1,0,24.47,54.63,67.85,100.0,25.12,9096,0
EV100066,Volvo,XC40 Recharge,Truck,2015,Panasonic,LFP,73.05,AWD,,11.27,,BAT-10000066,1085,76.74,14.21,26.99,77.59,3.344,0.0307,234.08,43.4,60.14,0.524,95.13,93.54,56.06,23.26,37,0.12,0.86,51.21,87.46,0.29,0.32,0,1,63.76,25.02,22.76,34.99,79.79,0.74,0.63,27.29,15.56,31.77,-1.08,37.02,46.64,Flat,12.62,45.5,90.56,22,0,100.0,45.29,42.51,32.94,0,1,1,49.67,83.92,58.63,94.78,23.23,7086,0
EV100067,Honda,Prologue,Truck,2020,Panasonic,,54.75,FWD,163545.4,5.86,Fleet,BAT-10000067,,75.97,26.84,,75.3,3.704,0.0025,277.8,26.11,39.37,0.565,95.59,95.64,41.59,24.03,32,0.25,0.73,66.32,79.14,0.15,0.43,0,0,38.11,139.73,76.98,13.44,28.73,0.86,1.0,104.88,-22.53,-8.96,-32.52,56.6,1694.3,Desert,65.5,915.4,89.61,20,1,62.84,,5.59,32.94,1,,1,57.69,70.65,,100.0,48.5,6036,0
EV100068,Nissan,Ariya,Crossover,2017,BYD Battery,LMO,123.22,FWD,114534.2,9.34,Private,BAT-10000068,1059,69.25,72.3,56.18,66.91,,0.0044,288.15,36.5,49.28,0.703,,,85.33,30.75,5,0.1,0.81,71.09,138.14,0.58,,1,0,102.14,116.35,51.86,17.63,93.04,0.62,0.22,205.3,-23.58,-9.04,-36.23,49.5,53.35,Coastal,7.35,1099.0,91.47,16,0,54.22,26.64,8.82,32.94,0,2,0,50.48,73.92,72.61,94.9,45.59,6113,0
EV100069,Honda,Prologue,Van,2024,LG Energy Solution,LFP,30.88,AWD,75055.0,1.38,Fleet,BAT-10000069,,95.21,,22.93,95.26,3.423,0.0074,355.99,15.71,29.99,0.266,98.09,95.5,,4.79,37,0.31,0.46,18.65,124.81,0.15,0.06,2,1,78.87,116.49,11.48,50.36,87.93,,0.94,88.57,43.16,59.76,28.41,39.84,247.85,Desert,44.72,884.1,72.08,1,1,60.87,,14.23,0.0,1,1,1,18.84,23.23,83.15,77.08,30.03,11187,0
EV100070,Tata,Nexon EV,Van,2016,CATL,LMO,63.26,AWD,151476.1,9.74,Fleet,BAT-10000070,1085,77.96,19.06,16.33,76.27,3.584,0.0135,361.98,23.91,30.67,0.664,95.33,94.14,49.32,22.04,2,0.19,0.62,23.65,198.01,0.14,0.44,0,1,32.43,86.96,68.68,17.13,71.92,0.84,0.87,43.74,12.85,22.67,8.43,20.22,,Hilly,,1146.9,89.79,21,0,60.22,7.2,18.35,17.82,2,,1,39.98,70.55,91.82,90.24,27.38,7328,0
EV100071,BYD,Atto 3,Truck,2023,BYD Battery,NCA,55.65,FWD,97510.1,2.72,Private,BAT-10000071,852,94.45,5.37,43.89,91.96,3.615,0.0308,267.51,,11.94,0.207,97.18,97.84,52.56,5.55,1,0.35,0.48,,61.48,0.6,0.79,2,1,92.95,8.89,58.93,35.11,24.58,,0.72,5.45,32.68,45.26,29.31,81.79,2026.2,Hilly,34.14,874.0,90.01,24,0,69.63,4.52,41.87,0.0,0,0,2,28.62,28.51,95.85,83.26,33.05,10568,0
EV100072,MG,Comet EV,Truck,2020,,LFP,91.32,FWD,229380.6,6.35,Fleet,BAT-10000072,1330,77.93,90.98,64.12,80.73,3.329,0.0037,339.56,25.01,45.83,0.462,95.61,95.49,71.17,22.07,6,0.21,0.66,20.49,249.67,0.1,0.68,0,1,,109.1,88.46,62.04,4.98,0.79,0.4,87.42,,24.58,5.17,45.14,1854.21,Flat,3.6,140.2,90.83,8,0,84.26,19.35,8.3,32.8,1,2,1,64.78,64.1,80.46,96.21,,6265,0
EV100073,Tata,Nexon EV,Sedan,2016,Envision AESC,NMC,43.86,AWD,419407.6,10.29,Private,BAT-10000073,2469,67.49,54.26,32.12,66.57,3.563,0.0292,281.48,32.37,47.75,,95.48,93.82,29.6,32.51,16,0.39,0.37,31.11,85.45,0.3,0.9,1,1,42.59,113.68,79.68,23.46,8.62,0.99,0.14,100.19,2.19,15.8,-1.69,47.16,983.63,Flat,2.61,1410.6,86.0,1,1,36.59,22.81,42.35,32.94,0,1,0,70.95,100.0,75.86,83.46,55.58,4678,0
EV100074,Audi,Q4 e-tron,Van,2023,Envision AESC,NMC,36.62,FWD,121072.0,2.54,Fleet,BAT-10000074,,86.21,82.51,69.26,85.77,3.557,0.0197,334.36,8.23,19.86,0.392,96.17,96.14,31.57,13.79,40,0.17,0.61,17.64,192.47,0.55,0.51,3,1,84.09,36.52,25.51,77.59,51.92,0.53,0.25,20.11,-3.97,6.53,-10.98,15.92,313.57,Mountainous,78.6,1190.9,89.58,27,1,41.02,15.0,31.35,23.83,0,5,0,48.78,29.05,82.55,84.07,34.9,10167,0
EV100075,Nissan,Ariya,Hatchback,2017,Guoxuan,NMC,107.17,FWD,185857.2,8.95,Fleet,BAT-10000075,1158,74.72,86.25,61.61,74.41,3.674,0.0125,282.9,13.89,23.88,0.522,96.47,93.92,80.08,25.28,33,0.12,0.87,19.32,447.58,0.23,0.81,,1,35.46,,0.58,97.51,47.74,0.37,0.27,64.83,2.51,,-9.1,40.81,135.05,Hilly,26.98,1192.4,95.32,24,0,58.56,0.0,17.44,21.37,1,0,0,50.57,70.08,99.02,95.48,27.64,7017,0
EV100076,Renault,Zoe,Van,,Guoxuan,LFP,87.58,AWD,106556.0,1.37,Private,BAT-10000076,923,95.69,84.4,63.19,95.07,3.672,0.0057,308.45,21.82,43.08,0.179,98.34,97.0,83.81,4.31,32,,0.52,129.9,37.59,0.19,0.27,0,0,17.81,138.58,51.41,62.16,29.95,0.38,0.07,154.16,41.62,47.6,34.28,,2335.51,Desert,85.34,50.9,90.99,29,2,94.78,23.0,11.84,1.46,0,3,0,24.28,26.36,81.76,92.35,60.52,11014,0
EV100077,MG,ZS EV,Van,2017,Panasonic,LFP,38.76,FWD,,8.98,Private,BAT-10000077,1355,75.51,21.78,52.63,74.51,3.671,0.0043,308.36,51.37,69.63,0.672,95.66,93.38,29.27,24.49,21,0.54,0.38,100.0,19.87,0.05,0.08,0,0,13.17,58.12,1.84,92.5,70.26,0.67,0.03,58.15,5.03,14.28,-4.33,12.62,1216.12,Hilly,92.86,616.1,91.47,6,0,71.87,73.35,6.79,32.94,1,2,0,58.05,77.88,21.09,89.5,30.49,6105,1
EV100078,BYD,Atto 3,Van,,LG Energy Solution,LTO,95.86,FWD,190358.8,9.99,Private,BAT-10000078,1606,71.72,33.83,75.35,72.84,3.703,,311.05,22.97,41.8,0.705,95.26,92.77,68.75,28.28,3,0.29,0.48,8.0,576.32,0.8,,1,0,45.55,75.71,78.73,8.4,22.35,0.69,0.38,60.83,,25.8,12.78,89.26,2574.75,Desert,26.71,983.8,83.53,27,0,58.39,9.79,41.9,24.95,0,1,0,60.06,87.78,88.62,89.11,43.14,6011,0
EV100079,BYD,Seal,Van,2021,BYD Battery,LMO,64.81,AWD,101488.1,5.04,Private,BAT-10000079,1033,86.33,71.1,49.55,86.77,3.578,0.0052,275.51,51.22,61.32,,97.58,95.68,55.95,13.67,21,0.25,0.64,23.11,268.27,0.87,0.4,0,1,52.31,123.62,92.5,94.39,70.45,0.81,0.08,48.56,3.41,20.62,-12.38,50.73,356.09,Mountainous,87.55,,94.01,3,0,64.63,,7.73,32.94,0,0,1,55.24,48.44,52.69,92.2,53.82,8183,0
EV100080,Honda,Prologue,Crossover,2018,BYD Battery,NMC,70.35,FWD,206868.2,7.76,Fleet,BAT-10000080,,81.39,52.48,25.42,84.29,3.59,0.0417,283.61,11.08,32.42,,96.07,94.8,57.26,18.61,23,0.55,0.41,45.1,101.28,0.92,0.44,3,0,51.47,,8.42,38.56,69.15,0.56,0.07,37.8,38.07,50.53,24.97,31.45,1572.8,,10.59,396.0,88.69,22,2,84.04,4.75,58.4,0.0,0,1,1,33.09,75.4,93.17,75.67,18.96,7415,0
EV100081,Audi,e-tron GT,Sedan,2023,Northvolt,LFP,28.39,AWD,152741.2,,Private,BAT-10000081,1283,87.73,97.78,36.27,87.0,3.573,0.0136,278.69,25.55,37.42,0.339,96.46,97.47,,12.27,35,0.45,0.44,28.7,57.96,0.57,0.29,,1,93.5,72.36,37.36,53.06,36.26,0.2,0.55,71.63,-0.5,17.63,-5.88,53.38,1209.01,Mountainous,7.67,686.2,86.84,25,0,78.57,5.86,19.65,32.94,2,2,0,56.34,45.15,89.22,76.94,40.34,7964,0
EV100082,Honda,e:N1,Van,,LG Energy Solution,NMC,45.94,FWD,184633.4,6.06,Private,BAT-10000082,1478,79.13,5.94,43.33,80.23,3.574,0.0254,364.55,11.1,20.62,0.509,96.8,95.08,36.35,20.87,26,0.13,0.65,53.36,65.51,0.51,0.28,1,0,39.22,66.31,31.1,57.51,77.85,,0.6,46.49,16.46,,5.62,63.3,1354.33,Flat,8.01,958.7,92.13,22,0,58.86,5.57,34.77,4.16,0,1,4,31.51,72.0,92.93,89.4,29.29,7842,0
EV100083,GM,Cadillac Lyriq,Sedan,2017,Guoxuan,LMO,141.75,,85693.9,8.57,Private,BAT-10000083,971,72.89,68.85,54.73,71.57,3.596,0.0167,273.3,28.77,47.99,0.551,94.35,94.67,103.32,27.11,20,0.41,0.5,31.54,430.09,0.07,0.8,3,0,,15.53,87.72,43.79,91.89,0.31,0.42,11.68,-23.36,-9.51,-39.08,90.62,412.04,Coastal,53.76,163.0,92.66,26,0,,28.55,24.73,32.94,4,0,0,64.94,72.71,68.71,82.25,34.66,5971,0
EV100084,Audi,e-tron GT,SUV,2023,CATL,LTO,27.39,AWD,231537.7,2.99,Fleet,BAT-10000084,1403,87.32,45.38,54.46,90.08,3.474,0.0005,264.02,21.0,32.11,0.288,96.25,96.46,23.92,12.68,25,0.44,0.33,54.38,42.14,0.08,0.19,2,0,68.47,28.37,65.82,21.73,26.42,0.71,0.62,13.87,14.78,20.32,-5.07,86.44,923.72,Coastal,98.44,1041.3,97.51,1,1,49.3,12.18,5.44,17.33,1,0,1,,43.39,89.44,82.4,31.02,9150,0
EV100085,Mercedes-Benz,EQE,Truck,2021,Panasonic,LFP,32.07,RWD,,5.03,Private,BAT-10000085,760,95.25,61.04,69.77,95.03,3.597,0.0009,291.36,13.06,33.37,0.178,98.19,95.84,30.55,4.75,32,0.36,,14.78,,0.4,0.5,3,0,63.82,74.38,53.65,6.07,,0.53,0.38,140.78,44.36,60.65,24.84,52.57,892.16,Coastal,72.54,1234.1,70.15,18,0,51.36,13.15,1.61,0.0,0,0,0,25.92,40.21,86.98,74.66,40.67,11562,0
EV100086,Ford,F-150 Lightning,Van,2024,SK On,LMO,74.6,FWD,248231.1,,Private,BAT-10000086,1965,,96.04,43.27,91.88,,0.0144,289.54,35.91,41.11,0.298,97.16,97.19,70.0,6.17,17,,0.88,33.45,179.73,0.56,0.98,1,0,,22.84,59.72,66.24,17.79,0.98,0.08,26.81,29.32,48.6,24.05,74.06,688.04,Coastal,7.7,277.5,88.7,27,0,86.99,8.31,21.83,11.79,2,0,1,27.25,46.09,97.23,100.0,50.99,9303,0
EV100087,Renault,Megane E-Tech,Crossover,2018,LG Energy Solution,LFP,35.2,AWD,154316.1,7.9,Fleet,BAT-10000087,1129,75.51,20.11,,75.94,3.662,0.0022,278.31,25.87,37.67,0.595,,93.8,26.58,,8,0.34,0.46,70.98,27.95,0.22,0.48,2,2,67.18,9.78,62.65,14.46,45.48,0.71,0.6,6.43,-23.74,-17.87,-28.08,96.46,2588.04,Flat,89.16,312.6,91.61,14,,80.64,5.85,4.94,32.94,0,0,0,69.19,,95.03,67.06,40.06,5082,0
EV100088,Tata,Nexon EV,Crossover,2020,Envision AESC,NMC,29.98,RWD,,6.26,Fleet,BAT-10000088,1405,87.36,42.34,24.66,88.1,3.677,0.0008,349.32,18.66,31.88,0.349,96.76,96.44,26.19,12.64,18,0.46,0.34,15.28,110.07,0.26,0.11,0,1,17.62,123.47,76.4,25.42,2.77,0.57,0.51,131.37,-18.96,-6.69,-25.84,37.52,1674.77,Flat,24.06,982.3,89.72,2,1,60.54,16.13,3.68,32.94,0,2,1,62.27,54.61,87.55,84.34,59.25,7590,0
EV100089,Hyundai,Ioniq 5,Sedan,2015,Guoxuan,LFP,130.36,AWD,,11.51,Fleet,BAT-10000089,2575,67.91,3.35,23.21,65.97,3.351,0.0026,274.78,38.76,47.69,0.663,94.03,92.42,88.53,32.09,25,0.64,0.19,55.64,218.84,0.93,0.87,0,3,109.98,107.41,69.07,56.51,14.53,0.74,0.22,94.37,,5.59,-28.03,13.68,267.19,Mountainous,69.65,667.3,90.03,0,1,69.0,31.2,5.99,32.94,0,2,0,68.27,100.0,73.27,73.67,50.01,3806,0
EV100090,Lucid,Air,Truck,2019,Envision AESC,NMC,36.89,RWD,119732.6,7.35,Private,BAT-10000090,1268,84.31,33.12,21.32,83.8,3.612,0.0102,314.24,24.95,35.2,0.401,,94.4,31.1,15.69,11,,0.4,47.23,78.31,0.13,0.21,1,0,35.69,92.95,57.88,0.11,44.78,0.04,0.04,94.44,32.65,49.17,15.99,26.54,2304.4,Desert,66.58,1142.9,91.69,18,1,47.43,5.35,16.92,2.55,1,1,0,25.22,57.8,96.79,86.4,38.93,8818,0
EV100091,BMW,i4,Sedan,2024,CATL,LMO,55.56,RWD,197273.9,1.9,Fleet,BAT-10000091,1855,86.41,67.64,60.6,86.84,3.524,0.0006,260.78,15.23,32.3,0.295,96.0,94.37,48.01,13.59,7,0.41,0.56,29.65,96.73,0.16,0.78,0,0,92.22,5.76,94.46,17.67,52.74,,,,47.36,67.14,33.43,50.3,2262.86,Coastal,,1337.2,66.7,5,2,44.87,24.75,8.07,0.0,,,0,37.84,46.73,75.14,96.57,35.97,9628,0
EV100092,Volvo,EX30,Hatchback,2015,CATL,NMC,90.81,FWD,289413.0,10.83,Private,BAT-10000092,1798,73.67,65.66,34.37,72.89,3.558,0.0007,284.64,3.33,11.73,0.59,96.27,94.1,66.9,26.33,4,0.61,0.32,72.48,122.34,0.28,0.73,0,1,40.03,88.88,42.37,76.56,31.36,0.03,0.15,63.3,21.86,34.96,7.34,88.67,1548.43,Mountainous,,130.0,91.64,15,1,85.56,11.45,5.22,0.0,1,0,1,42.9,88.48,87.32,81.03,47.21,5756,0
EV100093,MG,Comet EV,Truck,2021,Envision AESC,LFP,71.91,RWD,428895.7,5.32,Private,BAT-10000093,2736,88.45,75.65,36.37,88.33,3.728,0.0076,298.24,22.91,39.54,0.398,97.41,95.45,,11.55,28,0.13,0.69,49.93,132.86,0.15,0.6,1,0,39.53,103.91,67.75,82.87,28.53,1.0,0.08,193.48,19.08,35.81,1.46,78.52,913.71,Flat,65.12,1308.0,88.1,18,1,48.75,14.29,13.35,20.46,0,1,1,37.15,78.72,85.11,98.6,66.4,7721,0
EV100094,BYD,Seal,Crossover,2020,Panasonic,NCA,106.88,RWD,126350.8,5.85,Private,BAT-10000094,1008,83.46,62.61,56.32,,3.407,0.0055,347.51,49.54,61.49,0.317,96.82,95.25,89.2,16.54,33,0.27,0.73,21.04,361.68,0.26,0.17,1,0,11.01,98.73,30.16,63.65,29.83,0.07,0.75,72.36,-17.36,-5.84,-20.46,,970.8,Flat,24.0,1123.7,85.07,5,2,51.35,52.54,12.1,32.94,1,2,1,54.59,44.56,46.99,92.66,45.25,7931,1
EV100095,Lucid,Air,Van,2020,LG Energy Solution,NMC,83.5,AWD,153058.0,5.5,Fleet,BAT-10000095,929,83.94,31.23,62.24,83.49,3.589,0.0011,290.71,12.48,26.27,0.277,95.73,94.23,70.09,16.06,9,0.75,0.04,62.68,95.67,0.2,0.78,,0,30.34,132.23,40.58,10.02,57.09,0.76,0.79,68.22,-9.6,,-13.36,94.46,1645.74,Coastal,70.04,616.6,87.71,10,5,39.07,3.82,13.45,32.94,1,1,0,60.12,49.43,94.93,83.98,25.95,8357,0
EV100096,Honda,e:N1,Truck,2024,SK On,LMO,51.87,FWD,18500.2,2.28,Private,BAT-10000096,374,89.92,64.75,49.07,90.3,3.583,0.0102,283.06,31.6,41.43,0.279,97.41,97.3,46.64,10.08,9,0.24,0.67,9.69,333.58,0.21,0.45,1,0,70.55,87.52,24.35,25.12,75.66,0.06,0.99,53.42,-1.68,14.92,-16.34,7.04,2239.14,Mountainous,89.65,1138.4,88.93,,,41.04,14.09,21.05,32.94,0,3,0,52.83,25.79,79.99,85.83,17.86,9374,0
EV100097,Audi,Q4 e-tron,Crossover,2016,Envision AESC,LFP,34.32,FWD,212169.7,10.17,Private,BAT-10000097,1586,79.6,25.4,37.31,79.47,3.663,0.0066,322.34,48.08,62.95,0.505,95.46,94.37,27.32,20.4,21,0.1,0.72,78.9,34.47,0.9,0.05,0,1,96.64,43.54,0.53,90.53,88.06,0.12,0.39,44.41,21.9,28.5,,41.22,963.95,Mountainous,30.22,1135.7,87.34,18,2,46.62,57.01,16.23,32.94,0,2,1,46.72,89.1,40.0,98.59,27.49,7242,1
